"","SOS-1","SOS-10","SOS-11","SOS-12","SOS-13","SOS-14","SOS-15","SOS-16","SOS-17","SOS-18","SOS-19","SOS-2","SOS-20","SOS-21","SOS-22","SOS-23","SOS-24","SOS-25","SOS-26","SOS-27","SOS-28","SOS-29","SOS-3","SOS-30","SOS-31","SOS-32","SOS-33","SOS-35","SOS-37","SOS-38","SOS-39","SOS-4","SOS-44","SOS-46","SOS-47","SOS-48","SOS-49","SOS-5","SOS-50","SOS-51","SOS-52","SOS-53","SOS-55","SOS-56","SOS-6","SOS-7","SOS-8","SOS-9"
"OTU496","   0","   4","   0","   0","   0","   0","   0","   0","   0","  37","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  72","   7","   0","   0","   0","   0","   0","   0","   0","  14","  31","   0","   0","   0","1056","   0","   0","   0","   0","   0","   0","  53","   0","   0","   0"
"OTU497","   0","  43","   0","   0","  44"," 909"," 176","  20","  46"," 420","   0","   0","  39"," 144","   0","   0","   0","   0","   0","  87"," 164","   0","   0","   0"," 347"," 317","   0","   0","   0","  16","   0","   0","   0","   0","   0","   0"," 228","  41","  57","   0","   0","   0","   0","   0","  14","  60","1285","  28"
"OTU498","   0","2663"," 370","   0","  51"," 477","   0","   0","   0"," 216","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 200","   0","   0","  63"," 104","   0","1157","   0","   0","   0","   0","   0"," 428","   0","   0","   0","   0","  73","2989"," 580"," 113","   0","   0","   0","   0","7227","2596","4200","6643"
"OTU499","  0","318"," 11","177"," 36"," 26"," 58"," 36"," 91","  8"," 83","  4"," 74","  0","246","102","592"," 13","  0","514","902","  0","  9","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 26","  0","  0","  0","495","  0"," 60","  0","  0","  9","  0","277"," 81","  0","101","135"
"OTU500","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 51","  0","  0","  0","  0","  0","  0","  0"," 16","  0","800","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 11","  0","  5","  0","  0","  0"," 10"," 66","  0","  0","  0","  0","  0","  0","  7","  0","  0"
"OTU501"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","60"," 0"," 0"," 0"," 0"," 0","23"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"
"OTU502","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","905","  0","102","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  9","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU503"," 102","   0","   0","   0","   0","   0"," 326"," 513"," 102","  51","   0","   0","   0","   0","   0","   0","   0","   0"," 172","   0"," 640","   0","   0","   0","  12","   0","   0","   0","   0","  36","   0","   0"," 239","   0","   0","   0","   0"," 121","   0","   0","  58","   0","4293"," 544"," 133"," 591"," 235"," 359"
"OTU504"," 124","   0","   0","   0","   0","  20","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 416","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  40","   0","   0","   0","1591","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU505","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","12120","    0","    0","    0","    0","    0","    0","    0","    0","    0","  180","    0","    0","  190","    0","    0","    0","    0","    0","    0","    0","    0"
"OTU506"," 36","  0","  0","  0","  0","  0","  0"," 19","288","224","  0","  0","128","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","264"," 86","  0","  0"," 41","  0","  0","461","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU507","28"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","24"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","14"," 0","32"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU508","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 115","1153"," 159","  46","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU509","  0","  0","  0","  0","  0","  0","127","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 24","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU510","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 68","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","160","  0"
"OTU511"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","21"," 0"," 0"," 0"," 0"," 0"," 0"," 0","17"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","42"," 0"
"OTU512","  0"," 17","  0","  0","  0"," 46","  0","  0","  0"," 47"," 21"," 39","  0","  0","  0","  0","  0"," 71","  0","  0","  0","  0","  0","  0"," 23","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","197","126","373","  0","323"," 50","  0","  0","  0","  0","  0","  0","117"
"OTU513","  0"," 25","  0","  0"," 65"," 85"," 30","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 35","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 46","  0","  0","  0"," 92","  0"," 98","  0","  0","196","  0"," 46","  0"," 12","  0"," 51"
"OTU514","   0","   0","   0","   0","  27"," 178","1140","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  48"," 159","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 405","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU515","  0","  0","  0","  0"," 32","422"," 29"," 82","  8"," 74","161"," 64"," 13","168"," 13","  0","  0"," 10","  0","201","109","  0","  0","  0"," 74","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 40","  0","  7","  0","  0","  0","  6","  0","100"," 92","  0"," 47"," 31"
"OTU516"," 5011"," 1343"," 3489","  108"," 7769"," 3878"," 8410"," 3766"," 6564","11096","16297"," 7712","36208"," 3803"," 3349"," 1503","  941"," 1732","  720"," 8269","  121"," 8612","  826","41605"," 8476","17583"," 4296","  413"," 1539","   16","47592"," 1661"," 2645","36727","10234"," 4525"," 3762"," 1935"," 5748"," 2882","18369"," 5921","    0","  203"," 2473"," 1825"," 3279"," 6857"
"OTU517","   0","   0","   0","   0","   0","   0","  94"," 168","   0"," 704","  65","   0","  33","   0","   0","  69","1179","   0"," 962","   0","   0","   0","   0","   0","   0","   0","   0","  34"," 267"," 299","  51","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  56","   0","1671","   0","   0","   0","   0"
"OTU518","    0","  202","    0","    0","    5","   77","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","  460","    0","    0","    0","    0","   11","    0","  496","    0","    0","    0","    0","    0","    0","  209","    0","    0","   15","  302","    0","    0","    0","    0","    0","21689","    0","    0","    0","    0","    0","    0","    0"
"OTU519","    0","    0","    0","    0","    0","   56","    0","    0","    0","    0","    0","    0","    0","    0","    0","   14","   44"," 1107","  733","  275","    0","    0","    0","    0","    0","    0"," 3626","  295","  628","  264","    0","    0","    0","    0","    0","    0","  175","    0","    0","    0","    0","  553","    0","17496","    0","    0","    0","    0"
"OTU520","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","562","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU521"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","15"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU522"," 0"," 9"," 0"," 0","14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","17"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU523","  0","  0"," 81"," 97","  0","  0","  0"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 79","  0","  0","  0","  0","  0","  0","  0","252"," 41","  0","  0","  0","  0","  0"," 54","  0","  0","  0","  0","  0","  0"," 31","  0","122","  0"
"OTU524","   0","  52","   0","   0","   0","   0","  23","   0","   0","   0","  38","   0","  24","  80","   0","   0","   0","   0","  39","   0","2819","   0","   0","   0"," 168","   0","   0","   0","  98","   0","   0","   0","  37","   0","   0","   0","   0"," 129","   0","  45","   0","   0","   0","   0","  38","  33","   0","  14"
"OTU525"," 27","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","386","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 47","  0","  0","  0","  0"
"OTU526","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 27","  0","  0","  0","  0","  0","  0","  0","  0"," 40","  0","  0","  0","  0","  0","  0","118","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU527","  0","  0","  0","  0","  0","  0","  0","  0"," 47"," 27","  0","  0","  0","110","  0","  0","  0","  0"," 42","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU528","  0","  0","  0","  0","  0","  0"," 53","  0","  0","  0","  0"," 47","  0","  0","  0","  0","  0","  0"," 45","  0","  0","  0"," 78","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","121","  0","  0"
"OTU529","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 46"," 26"," 35","  0","  0","  0","  0","  0","  0","112","  0","  0","  0","161","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU530","   0","   0","   0","   0","   0"," 222","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 627"," 403","  50","  24","3110","   0","   0","   0","   0","   0","   0","  29","   0"," 128"," 140"," 436","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  28","   0","1010","   0","   0","   0","   0"
"OTU531","    0","    0","    0","   68","    0","    0","    0","    0","    4","14612","    0","    0"," 9811","  286","   86","  710","28884","   47"," 1293","    0","    0","    0","    0","    0","    0","    0","    0"," 3224","    0"," 9651","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"OTU532","    0","    0","    0","    0","    0","    0","    0","    0","  115","    0","    0","    0","    5","    0","84659","    0","   30","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   21","    0","    0","    0","    0","    0","    0","    0","    0","  684","    0"
"OTU533","  0"," 45","  0","  0","  4","  0","  0"," 54","  0","  0","  0","  0"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  7","  0","  0","  0","  0","  0","109","  0","  0","  0","  0"
"OTU534","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  41","   0","1866","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0"," 428","   0","   0","   0","   0"
"OTU535"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0","14"," 0"," 0","84"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU536","   0","  28","  26","   0","   0","   0","   0","   0","  98","   0","  12","   0","   0","   0"," 366","   0","   0","   0","   0","   0","   0","   0","  77","   0","   0","1323","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  36","   0","   0","   0","   0","   0","   0","  16","  29","  64","  44"
"OTU537","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","110"," 17","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","346","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 23","  0","  0"," 52","  0"
"OTU538","  82","  81","   0","   0"," 124"," 321"," 712"," 245","  88"," 365"," 818"," 503","  18"," 901"," 323"," 491","1157","1754","  51","   0"," 332","   0"," 275","2667"," 559"," 798","   0"," 314"," 807","   0","   0"," 205"," 774","1126","   0","  51","1059"," 686","   0"," 397"," 672","1030","   0","   0","  23","  30","  60","   0"
"OTU539"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","47"," 0","19"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"," 0","23"," 0"," 0"," 0"," 0","26"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU540"," 111"," 201","   0","   0","  32","  17","  79","  57"," 306"," 504"," 159","  22","   0","   0","   0","   0","1022","   0","   0"," 215","   0","1313","  57","   0","   6","  78","   0","  12","   0","  22","  20","   0"," 493","   0","   0"," 134","  66"," 159","  96","   0","   0","   0","   0","  56"," 424"," 135"," 230","  50"
"OTU541","  0"," 14","  0","  0","  0"," 44","  0","  0","  0","  0","  0","  0","  0","  0","  0","250","  0","  0"," 34","  0"," 15","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU542","1079","   0","   0","   0"," 388"," 182"," 626"," 656","   7"," 133","1153"," 261"," 278"," 638"," 219","   0","   0"," 234","  11","   0","   0","   0","   0","6409","1401"," 486","   0","   0","   0"," 164","4946","   0","1982"," 689","   0","  66","  25","   0","   0"," 164","  79","  26","1172","1372","   0","   0","   0","   0"
"OTU543","    0","    0","    8","    0","   19","  439","    0","    0","   23","   11","  423","    0","   10","53605","   12","34827","67174","20992","46375","22657"," 5215","13314","    0","   17","    7","   15","    9"," 9627","  145"," 3008"," 2830","    0","    5"," 5280","19670"," 3719"," 1479","    0","48901","    6","    9","    0"," 2044","    0","    0","    0","    0","    0"
"OTU544"," 778","  42","   4","   0","1003","   0","   0","   0","  46","  28","  15"," 153"," 147","  45","   0","   0","   0","   0","   0","   0","   0","   0","   0","1347"," 226","5374","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  23"," 130","   0","   0","   0","   0","   0"," 955","  25","  51"," 118"
"OTU545","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  12","  54","   0"," 137","  17","   0","   0","2934","  93","   0","   0","   0","   0","   0","1987","   0","   0","   0","   0","   0","   0","   0","   0","  34","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU546"," 19"," 41","  0","  0","  4","  0","138","  7"," 26","  0","235","  0","  8","  0","  0"," 80","  0","310","237","980","242","  0"," 81","  0","  0","  0","  0"," 25","  0","  0","  0","  0","  8","  0","  0","  0"," 92","  0"," 20","113"," 22","  0","  0","  0","121"," 65","191","  0"
"OTU547","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 69","  0","  0"," 17","  0","  0","  0","  0","  0","  0","  0"," 30","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","139","  0","  0","  0","  0"
"OTU548"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","58"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU549"," 58"," 14","  7","  0","  0","  9","  0","  0","  3"," 20","  6","  0","  6"," 34","  0","  0","  0","421","  0","  0","  0","  0"," 48"," 89","  0","  0","  0","  0","  0","  0","  0"," 15","  0","159","  0","  0","  0"," 56"," 28","  0"," 37"," 44","  0","  0"," 24","  5"," 26"," 12"
"OTU550","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","412","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 58","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 25","  0","  0","  0","  0"
"OTU551","94"," 0"," 0"," 0"," 0"," 0"," 0"," 0","99"," 0"," 0","23"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU552","   0","   0","   0","   0","   0","   0","   0","   0","  23","   0","   0","   0","   0","   0","   0","1323"," 147","  28","   0"," 931","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0"," 162","   0","   0","   0","   0"
"OTU553","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  113","    0","    0","  226","    0","    0","    0","    0","  331","    0","    0","    0","    0","    0","  330","11762","    0","    0","    0","    0","    0","    0","    0","   36","    0","   92","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"OTU554"," 0"," 0"," 0"," 0"," 0"," 0","45"," 0"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","51"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU555","   0","   0","   0","   0","  27","   0","   0","   0","   0","  38","  81","   0","   0","   0"," 219","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  79","   0","   0","   0","   0","  51","   0","  67","2429","   0","   0","   0","  23","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0"
"OTU556","  24","   5","   0","   0","   0","   0","   0","   0","   8","   0","  27","1151","1348","   0","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  52","   0","   0","   0","  43","  36","   0","   0","   0","   0","   0","   0","  48","  61","  54","  37"
"OTU557","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","17340","    0","    0","    0","    0","  258","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  843","    0","    0","    0","    0","    0","    0","    0","  390","    0","  925"
"OTU558"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","25"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU559"," 0"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","98"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU560","  0","  0","  0","  0"," 19","  0","  0","  0","  0","  0","  0","  8","  7","  0","  0","229","  0","  0","  0","  0","  0","  0"," 25","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 79","  0","  0","  0","  0"
"OTU561","   0","   0","   0","   0","   0","   0","   0","   0","  38","  60","   0","   0","1975","   0"," 141","  63","   0","   0","  49","   9","   0","   0","   0","   0","   0","   0","   0","  94","   0"," 240","   0","   0","   0","   0","   0","   0","   0","   0","  34","   0","   0","   0","   0","   0","   0","   0","   0","   6"
"OTU562","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","165","  0"," 58","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU563","3303","2367","  48"," 211","  95"," 203","2426"," 689"," 520"," 663","3894"," 861"," 470","1322","1393","2552","1019","3323"," 450","3599","1306","  12","1673","   3"," 117","   0","2015"," 159","   0","  97"," 324","  42","1240"," 834","8207","2317","2045","  23","1061","2120"," 529","  77","   0"," 159","1507"," 172","1471","1587"
"OTU564","    0","  282","   78","    0","    0","    0","  224"," 1013"," 4910","    0","  693","   45","    0","  902","10821","    0","    0","    0","    0","    0","    0","  570","  648"," 1157","    0"," 7651","    0","   11","  733","    0","24209","    0","  553"," 3000","    0"," 2190","  365","  165","  408","    0","    0","  446","    0","    0","  667","  667","   84","  277"
"OTU565","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 61","185","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","479","  0","  0"," 42","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU566","   0","   0","   0"," 108","   0","   0","1033","   0","   0","   0","  22","   0","   0","   0","   0"," 305"," 240","   0","  56","   0","   0","   0","  34","   0","   0","   0","   0","  55","   0","   0"," 321","   0","   0"," 165","   0","   0","   0","  41","   0","   0","   0","   4","   0"," 137","   0","  20","   0","  46"
"OTU567","  0"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 11","  0"," 22","  0","385","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","852","  0"
"OTU568","  0","  0","  0","  0","  0","  0","  0","  0"," 21","  0","  0"," 10","  0","  0","  0","  0","  0","  0","  0","  0","  0","  9","  6","713","231","  0","  0","  0","  0","  0"," 33","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","187"," 35","  0","  0"
"OTU569","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","1149","1920","   0","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0"
"OTU570","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","242","  0","  0","151","  0","  0","  0","  0","  0"," 84","  0","  0","  0","  0","  0","  0"
"OTU571","   0","  28","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 199","9369"," 538","  52","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 444","  40","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU572","   0","  32","   0","   0","   0","1510","   5"," 700","  13","  11"," 585","   0","  10","   0","   0","   0","   0","  57","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  97","   0","   0","  93","   0","   0","   0"," 443","   0","   0","   0","   0","   0","  25","   0","   0"
"OTU573"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","16"," 0"," 0","69"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","84"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","31"," 0"
"OTU574","   0","1104","   0","   0","   0","   0","   0","   0","  24","  16","  71","  24","  19","  11","   0","   5","   0","  70","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  60","   0"
"OTU575","  0"," 26","  0","  0","  0","  0","  0","  0","  0","  0","527","  0"," 14","  0","  0","  0","  0","  0","  0","  0","726","  0","198","  0","  0","  0","  0","  0","  0","  0","708","  0","  0","  0","605","213","  0","206","  5","376","  0","  0","  0","  0"," 39","  0","  0","  0"
"OTU576"," 0"," 0"," 0"," 0"," 0"," 0","25"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU577","   0"," 172"," 120"," 886","   0","  25"," 297","   3","   0","  44"," 146","  43"," 134"," 725","   0"," 215","   0","2698"," 286","  17"," 125","   0"," 226","   0"," 921","   0","   0","  67"," 191","   0","   0","   0","  77","1727"," 376"," 100"," 329","1985","  62","   0","   0","   0","   0","   0","  98"," 107"," 214","   0"
"OTU578","3111","   0","1092","   0"," 338","   0"," 899","   0","   0","   9","   0","  82","   0","   0","2176","   0","   0","   0","   0","   0","   0","   0","   0","4675","   0","5243","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 172","   0"," 431"," 107","   0","   0","   0","   0","   0","  91","1189","   0","1092"
"OTU579","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","802"," 28","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
