Site,Plot,plot.number,Species,Tag,Date,pd_md,water_potential_mpa
LL,MiddleEarth,AT001,live oak,2354,4/11/2022,pre-dawn,2.213
LL,MiddleEarth,AT001,live oak,2354,4/11/2022,pre-dawn,1.251
LL,MiddleEarth,AT001,live oak,2354,4/11/2022,pre-dawn,2.185
LL,MiddleEarth,AT001,blue oak,2360,4/11/2022,pre-dawn,1.3
LL,MiddleEarth,AT001,blue oak,2360,4/11/2022,pre-dawn,1.4
LL,MiddleEarth,AT001,blue oak,2360,4/11/2022,pre-dawn,1.4
LL,MiddleEarth,AT001,blue oak,2365,4/11/2022,pre-dawn,1.4
LL,MiddleEarth,AT001,blue oak,2365,4/11/2022,pre-dawn,1.4
LL,MiddleEarth,AT001,blue oak,2367,4/11/2022,pre-dawn,1.6
LL,MiddleEarth,AT001,blue oak,2367,4/11/2022,pre-dawn,1
LL,MiddleEarth,AT001,blue oak,2367,4/11/2022,pre-dawn,1.1
LL,MiddleEarth,AT001,blue oak,2367,4/11/2022,pre-dawn,1.1
LL,MiddleEarth,AT001,blue oak,2369,4/11/2022,pre-dawn,1.6
LL,MiddleEarth,AT001,blue oak,2369,4/11/2022,pre-dawn,1.3
LL,MiddleEarth,AT001,blue oak,2369,4/11/2022,pre-dawn,1.5
LL,MiddleEarth,near AT001,live oak,2376,4/11/2022,pre-dawn,0.689
LL,MiddleEarth,near AT001,live oak,2376,4/11/2022,pre-dawn,0.947
LL,MiddleEarth,near AT001,live oak,2376,4/11/2022,pre-dawn,0.849
LL,MiddleEarth,near AT001,live oak,2377,4/11/2022,pre-dawn,0.3
LL,MiddleEarth,near AT001,live oak,2377,4/11/2022,pre-dawn,1.1
LL,MiddleEarth,near AT001,live oak,2377,4/11/2022,pre-dawn,1
LL,MiddleEarth,near AT001,live oak,2377,4/11/2022,pre-dawn,0.9
LL,MiddleEarth,near AT001,blue oak,2378,4/11/2022,pre-dawn,1.333
LL,MiddleEarth,near AT001,blue oak,2378,4/11/2022,pre-dawn,1.301
LL,MiddleEarth,near AT001,blue oak,2378,4/11/2022,pre-dawn,1.281
LL,MiddleEarth,near AT001,blue oak,2379,4/11/2022,pre-dawn,1.212
LL,MiddleEarth,near AT001,blue oak,2379,4/11/2022,pre-dawn,1.11
LL,MiddleEarth,near AT001,blue oak,2379,4/11/2022,pre-dawn,1.215
LL,MiddleEarth,near AT001,live oak,2380,4/11/2022,pre-dawn,1.841
LL,MiddleEarth,near AT001,live oak,2380,4/11/2022,pre-dawn,0.974
LL,MiddleEarth,near AT001,live oak,2380,4/11/2022,pre-dawn,0.67
LL,MiddleEarth,near AT001,live oak,2380,4/11/2022,pre-dawn,0.962
LL,Hobbiton,AT002,blue oak,2343,4/11/2022,pre-dawn,1.3
LL,Hobbiton,AT002,blue oak,2343,4/11/2022,pre-dawn,1.6
LL,Hobbiton,AT002,blue oak,2343,4/11/2022,pre-dawn,1.6
LL,Hobbiton,AT002,live oak,2345,4/11/2022,pre-dawn,0.6
LL,Hobbiton,AT002,live oak,2345,4/11/2022,pre-dawn,0.5
LL,Hobbiton,AT002,live oak,2345,4/11/2022,pre-dawn,0.5
LL,Hobbiton,AT002,blue oak,2346,4/11/2022,pre-dawn,1.89
LL,Hobbiton,AT002,blue oak,2346,4/11/2022,pre-dawn,1.9
LL,Hobbiton,AT002,blue oak,2346,4/11/2022,pre-dawn,1.593
LL,Hobbiton,AT002,blue oak,2346,4/11/2022,pre-dawn,1.72
LL,Hobbiton,AT002,blue oak,2347,4/11/2022,pre-dawn,1.5
LL,Hobbiton,AT002,blue oak,2347,4/11/2022,pre-dawn,1.8
LL,Hobbiton,AT002,blue oak,2347,4/11/2022,pre-dawn,1.5
LL,Hobbiton,near AT002,blue oak,2375,4/11/2022,pre-dawn,1.5
LL,Hobbiton,near AT002,blue oak,2375,4/11/2022,pre-dawn,1.2
LL,Hobbiton,near AT002,blue oak,2375,4/11/2022,pre-dawn,1.3
LL,Ridge,AT003,live oak,2331,4/11/2022,pre-dawn,1.471
LL,Ridge,AT003,live oak,2331,4/11/2022,pre-dawn,1.15
LL,Ridge,AT003,live oak,2331,4/11/2022,pre-dawn,1.289
LL,Hobbiton,AT004,live oak,2301,4/11/2022,pre-dawn,1.36
LL,Hobbiton,AT004,live oak,2301,4/11/2022,pre-dawn,1.38
LL,Hobbiton,AT004,live oak,2301,4/11/2022,pre-dawn,1.384
LL,Weathertop,B1,blue oak,2370,4/11/2022,pre-dawn,1.45
LL,Weathertop,B1,blue oak,2370,4/11/2022,pre-dawn,1.416
LL,Weathertop,B2,blue oak,2371,4/11/2022,pre-dawn,1.129
LL,Weathertop,B2,blue oak,2371,4/11/2022,pre-dawn,0.998
LL,Weathertop,B2,blue oak,2371,4/11/2022,pre-dawn,0.879
LL,Weathertop,B3,blue oak,2372,4/11/2022,pre-dawn,1.217
LL,Weathertop,B3,blue oak,2372,4/11/2022,pre-dawn,1.188
LL,Weathertop,B3,blue oak,2372,4/11/2022,pre-dawn,1.228
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,4/11/2022,pre-dawn,1.4
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,4/11/2022,pre-dawn,1.2
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,4/11/2022,pre-dawn,1.6
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/11/2022,pre-dawn,2.45
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/11/2022,pre-dawn,2.6
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/11/2022,pre-dawn,1.4
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/11/2022,pre-dawn,1.35
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/11/2022,pre-dawn,1.1
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/11/2022,pre-dawn,1.6
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/11/2022,pre-dawn,1.5
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,4/11/2022,pre-dawn,0.951
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,4/11/2022,pre-dawn,0.95
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,4/11/2022,pre-dawn,1.1
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,4/11/2022,pre-dawn,1
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,4/11/2022,pre-dawn,1.1
LL,Rohan,near 2380,LEU,LL-LEU,4/11/2022,pre-dawn,1.52
LL,Rohan,near 2380,LEU,LL-LEU,4/11/2022,pre-dawn,1.351
LL,Rohan,near 2380,LEU,LL-LEU,4/11/2022,pre-dawn,1.797
LL,Rohan,near 2380,LEU,LL-LEU,4/11/2022,pre-dawn,1.139
LL,Rohan,near 2380,LEU,LL-LEU,4/11/2022,pre-dawn,1.104
LL,Rohan,near 2380,ARCA,LL-ARCA,4/11/2022,pre-dawn,2.223
LL,Rohan,near 2380,ARCA,LL-ARCA,4/11/2022,pre-dawn,2.039
LL,Rohan,near 2380,ARCA,LL-ARCA,4/11/2022,pre-dawn,2.1
LL,Rohan,near 2380,ARCA,LL-ARCA,4/11/2022,pre-dawn,2.443
LL,Rohan,near 2380,ARCA,LL-ARCA,4/11/2022,pre-dawn,2.143
LL,Rohan,near 2380,ARCA,LL-ARCA,4/11/2022,pre-dawn,2.362
PineNeedle,Low,low Pine Needle,live oak,2093,4/11/2022,midday,0.96
PineNeedle,Low,low Pine Needle,live oak,2093,4/11/2022,midday,0.95
PineNeedle,Low,low Pine Needle,live oak,2093,4/11/2022,midday,0.85
PineNeedle,Low,low Pine Needle,live oak,2093,4/11/2022,midday,0.67
PineNeedle,Low,low Pine Needle,live oak,2093,4/11/2022,midday,1.51
PineNeedle,Low,low Pine Needle,live oak,2092,4/11/2022,midday,1.18
PineNeedle,Low,low Pine Needle,live oak,2092,4/11/2022,midday,1.93
PineNeedle,Low,low Pine Needle,live oak,2092,4/11/2022,midday,2.2
PineNeedle,Low,low Pine Needle,live oak,2092,4/11/2022,midday,1.3
PineNeedle,Low,low Pine Needle,live oak,2092,4/11/2022,midday,1.235
PineNeedle,Low,low Pine Needle,live oak,2091,4/11/2022,midday,1.29
PineNeedle,Low,low Pine Needle,live oak,2091,4/11/2022,midday,1.45
PineNeedle,Low,low Pine Needle,live oak,2091,4/11/2022,midday,1.24
PineNeedle,Low,low Pine Needle,live oak,2091,4/11/2022,midday,1.85
PineNeedle,Low,low Pine Needle,live oak,2091,4/11/2022,midday,1.45
PineNeedle,Low,low Pine Needle,blue oak,2090,4/11/2022,midday,2.04
PineNeedle,Low,low Pine Needle,blue oak,2090,4/11/2022,midday,1.85
PineNeedle,Low,low Pine Needle,blue oak,2090,4/11/2022,midday,1.8
PineNeedle,Low,low Pine Needle,blue oak,2090,4/11/2022,midday,1.88
PineNeedle,Low,low Pine Needle,live oak,2089,4/11/2022,midday,1.23
PineNeedle,Low,low Pine Needle,live oak,2089,4/11/2022,midday,1.4
PineNeedle,Low,low Pine Needle,live oak,2089,4/11/2022,midday,1.15
PineNeedle,Low,low Pine Needle,live oak,2089,4/11/2022,midday,1.5
PineNeedle,Low,low Pine Needle,blue oak,2088,4/11/2022,midday,1.43
PineNeedle,Low,low Pine Needle,blue oak,2088,4/11/2022,midday,1.25
PineNeedle,Low,low Pine Needle,blue oak,2088,4/11/2022,midday,1.24
PineNeedle,Low,low Pine Needle,blue oak,2088,4/11/2022,midday,1.2
PineNeedle,Low,low Pine Needle,blue oak,2087,4/11/2022,midday,1.4
PineNeedle,Low,low Pine Needle,blue oak,2087,4/11/2022,midday,1.32
PineNeedle,Low,low Pine Needle,blue oak,2087,4/11/2022,midday,1.2
PineNeedle,Low,low Pine Needle,blue oak,2086,4/11/2022,midday,1.55
PineNeedle,Low,low Pine Needle,blue oak,2086,4/11/2022,midday,1.56
PineNeedle,Low,low Pine Needle,blue oak,2086,4/11/2022,midday,1.65
PineNeedle,Low,low Pine Needle,blue oak,2085,4/11/2022,midday,1.45
PineNeedle,Low,low Pine Needle,blue oak,2085,4/11/2022,midday,1.31
PineNeedle,Low,low Pine Needle,blue oak,2085,4/11/2022,midday,1.68
PineNeedle,Low,low Pine Needle,blue oak,2085,4/11/2022,midday,1.63
LL,Weathertop,,blue oak,2011,4/11/2022,pre-dawn,1.6
LL,Weathertop,,blue oak,2011,4/11/2022,pre-dawn,1.3
LL,Weathertop,,blue oak,2011,4/11/2022,pre-dawn,1.6
LL,Weathertop,RT,blue oak,2010,4/11/2022,pre-dawn,1.46
LL,Weathertop,RT,blue oak,2010,4/11/2022,pre-dawn,1.29
LL,Weathertop,RT,blue oak,2010,4/11/2022,pre-dawn,1.215
LL,Weathertop,RT,blue oak,2010,4/11/2022,pre-dawn,1.416
LL,Hobbiton,TS,blue oak,2009,4/11/2022,pre-dawn,1.279
LL,Hobbiton,TS,blue oak,2009,4/11/2022,pre-dawn,1.301
LL,Hobbiton,TS,blue oak,2009,4/11/2022,pre-dawn,1.4
LL,MiddleEarth,AT001,live oak,2352,3/30/2022,pre-dawn,0.69
LL,MiddleEarth,AT001,live oak,2352,3/30/2022,pre-dawn,1.34
LL,MiddleEarth,AT001,live oak,2352,3/30/2022,pre-dawn,0.609
LL,MiddleEarth,AT001,live oak,2352,3/30/2022,pre-dawn,0.52
LL,MiddleEarth,AT001,live oak,2354,3/30/2022,pre-dawn,0.748
LL,MiddleEarth,AT001,live oak,2354,3/30/2022,pre-dawn,0.87
LL,MiddleEarth,AT001,live oak,2354,3/30/2022,pre-dawn,0.554
LL,MiddleEarth,AT001,live oak,2354,3/30/2022,pre-dawn,0.89
LL,MiddleEarth,AT001,live oak,2354,3/30/2022,pre-dawn,1.02
LL,MiddleEarth,AT001,blue oak,2360,3/30/2022,pre-dawn,1.214
LL,MiddleEarth,AT001,blue oak,2360,3/30/2022,pre-dawn,0.97
LL,MiddleEarth,AT001,blue oak,2360,3/30/2022,pre-dawn,1.06
LL,MiddleEarth,AT001,blue oak,2365,3/30/2022,pre-dawn,1.03
LL,MiddleEarth,AT001,blue oak,2365,3/30/2022,pre-dawn,1.12
LL,MiddleEarth,AT001,blue oak,2365,3/30/2022,pre-dawn,1.16
LL,MiddleEarth,AT001,blue oak,2367,3/30/2022,pre-dawn,1.11
LL,MiddleEarth,AT001,blue oak,2367,3/30/2022,pre-dawn,1.11
LL,MiddleEarth,AT001,blue oak,2369,3/30/2022,pre-dawn,1.21
LL,MiddleEarth,AT001,blue oak,2369,3/30/2022,pre-dawn,0.98
LL,MiddleEarth,AT001,blue oak,2369,3/30/2022,pre-dawn,0.93
LL,MiddleEarth,AT001,blue oak,2369,3/30/2022,pre-dawn,1.06
LL,MiddleEarth,near AT001,live oak,2376,3/30/2022,pre-dawn,0.25
LL,MiddleEarth,near AT001,live oak,2376,3/30/2022,pre-dawn,0.35
LL,MiddleEarth,near AT001,live oak,2376,3/30/2022,pre-dawn,0.25
LL,MiddleEarth,near AT001,live oak,2377,3/30/2022,pre-dawn,0.22
LL,MiddleEarth,near AT001,live oak,2377,3/30/2022,pre-dawn,0.3
LL,MiddleEarth,near AT001,live oak,2377,3/30/2022,pre-dawn,0.21
LL,MiddleEarth,near AT001,blue oak,2378,3/30/2022,pre-dawn,0.63
LL,MiddleEarth,near AT001,blue oak,2378,3/30/2022,pre-dawn,0.55
LL,MiddleEarth,near AT001,blue oak,2378,3/30/2022,pre-dawn,0.55
LL,MiddleEarth,near AT001,blue oak,2378,3/30/2022,pre-dawn,0.61
LL,MiddleEarth,near AT001,blue oak,2379,3/30/2022,pre-dawn,0.6
LL,MiddleEarth,near AT001,blue oak,2379,3/30/2022,pre-dawn,0.45
LL,MiddleEarth,near AT001,blue oak,2379,3/30/2022,pre-dawn,0.55
LL,MiddleEarth,near AT001,blue oak,2379,3/30/2022,pre-dawn,0.4
LL,MiddleEarth,near AT001,blue oak,2379,3/30/2022,pre-dawn,0.55
LL,MiddleEarth,near AT001,live oak,2380,3/30/2022,pre-dawn,0.271
